,Length,Width,Views from last 7 days,Price in Euros,clusters,cluster
1084,-0.4961222377868932,-0.15211485971209066,1.5661627246404608,-0.22659815670289235,1,light pink
1085,-0.8334948819224046,-0.7997008594729823,-0.4876336597199398,-0.2311560022472793,1,light pink
1086,-0.8334948819224046,-0.7997008594729823,-0.6416683885469698,-0.2311560022472793,1,light pink
1087,-0.15009901303252252,-0.40774091224928466,0.3274667803230942,-0.22423825697940264,1,light pink
1088,-0.7902419788281083,-0.7911799910550761,0.9050970134244568,-0.22370963944134092,1,light pink
1089,-0.8507960431601231,-0.8593469383983275,0.6098637831726492,-0.2315886505299191,1,light pink
1090,0.12498945064720215,0.27392856118323294,-0.025529473238849684,-0.23159559141145875,0,beige
1091,0.12498945064720215,0.27392856118323294,0.019397322669034076,-0.23159559141145875,0,beige
1092,-0.7902419788281083,-0.9615973594132052,-0.37852572680079355,-0.23159559141145875,1,light pink
1093,-0.8334948819224046,-0.7997008594729823,-0.6865951844548536,-0.23159559141145875,1,light pink
1094,-0.13971831628989131,-0.15211485971209066,-0.648086502248096,-0.23159559141145875,0,beige
1095,-0.3784743413704072,-0.254365280726968,-0.1410555198591222,-0.23159559141145875,1,light pink
1096,-0.14317854853743525,-0.0839479123688388,-0.28225402128389976,-0.23159559141145875,0,beige
1097,-0.4096164315983005,-0.40774091224928466,-0.6673408433514748,-0.23159559141145875,1,light pink
1098,-0.05494262622507045,0.009781640228132655,0.07074223227804409,-0.22986037102653986,0,beige
1099,0.8464478742600653,-0.32253222807021986,-0.3015083623872785,-0.22986037102653986,0,beige
1100,-0.5999292052132044,-0.5696374121895076,-0.7957031173739999,-0.22986037102653986,1,light pink
1101,-0.11203645830954163,0.1716781401683556,0.4622471680467454,-0.22986037102653986,0,beige
1102,-0.7383384951149528,-0.808221727890889,0.5328464187591342,-0.2298719391624393,1,light pink
1103,-0.8456056947888075,-0.8678678068162342,-0.5518147967312024,-0.2298719391624393,1,light pink
1104,-0.7729408175903897,-0.8337843331446082,-0.4041981816052985,-0.22221582291637196,1,light pink
1105,-0.9286512687298566,-1.2598277540399319,-0.6930132981559799,-0.23244006533211928,1,light pink
1106,-0.6829747791542534,-0.8337843331446082,-0.6930132981559799,-0.23244006533211928,1,light pink
1107,-0.7244975661247779,-0.7485756489655434,-0.7571944351672424,-0.2300049727252831,1,light pink
1108,-0.7539095402288993,-0.7997008594729823,5.558229446740989,-0.22305830711765778,4,dark purple
1109,-0.45459945081636866,-0.7570965173834501,1.4057098821123044,-0.22305830711765778,1,light pink
1110,-0.7660203530953023,-0.7741382542192631,0.25044941590957914,-0.22246833218678536,1,light pink
1111,-0.7642902369715304,-0.7911799910550761,0.08357845968029659,-0.22246833218678536,1,light pink
1112,-0.6725940824116222,-0.808221727890889,-0.7764487762706211,-0.23034391910713725,1,light pink
1113,-0.27120714169655213,-0.3140113596523136,-0.15389174726137472,-0.2292819642315669,1,light pink
1114,-0.15009901303252252,-0.06690617553302584,-0.13463740615799596,-0.2292819642315669,0,beige
1115,-0.09819552931936679,-0.27992788598068763,1.1425672203661281,-0.2292819642315669,1,light pink
1116,-0.2660167933252367,-0.23732354389115506,-0.1667279746636272,-0.2292819642315669,1,light pink
1117,-0.15009901303252252,-0.15211485971209066,-0.262999680180521,-0.2292819642315669,0,beige
1118,-0.16740017427024098,0.10351119282510374,-0.28225402128389976,-0.2292819642315669,0,beige
1119,0.24782769543500388,0.44434592954136254,3.414579470564821,-0.2292819642315669,4,dark purple
1120,-0.35598283176137296,-0.41626178066719094,3.79324817893127,-0.2292819642315669,4,dark purple
1121,-0.06359320684392984,-0.15211485971209066,-0.6801770707537274,-0.22929353236746636,0,beige
1122,-0.6570230372976755,-0.7570965173834501,-0.4747974323176873,-0.2292819642315669,1,light pink
1123,-0.16220982589892555,-0.10098964920465177,-0.25658156647939473,-0.2292819642315669,0,beige
1124,-0.15009901303252252,-0.06690617553302584,-0.6159959337424649,-0.2292819642315669,0,beige
1125,-0.3075395802957612,-0.10951051762255806,-0.2758359075827735,-0.2292819642315669,1,light pink
1126,0.05405468957255614,0.3420955085264848,-0.38494384050191977,-0.2292819642315669,0,beige
1127,-0.617230366450923,-0.8763886752341404,-0.49405177342106604,-0.2292819642315669,1,light pink
1128,-0.5428353731287332,-0.6122417542790402,-0.5197242282255711,-0.2292819642315669,1,light pink
1129,-0.5653268827377674,-0.8337843331446082,-0.8342117995807574,-0.2292819642315669,1,light pink
1130,-0.44421875407373745,-0.49294959642834946,-0.5325604556278236,-0.2292819642315669,1,light pink
1131,0.6284532426648115,0.6999719820785566,0.5970275557703967,-0.2292819642315669,0,beige
1132,0.8706694999928708,1.2879119029141035,1.0912223107571182,-0.2292819642315669,0,beige
1133,-0.14317854853743525,-0.0839479123688388,-0.28225402128389976,-0.2292819642315669,0,beige
1134,-0.09819552931936679,0.0012607718102259852,-0.7764487762706211,-0.2292819642315669,0,beige
1135,-0.15009901303252252,-0.32253222807021986,-0.3207627034906573,-0.2292819642315669,1,light pink
1136,-0.15009901303252252,0.10351119282510374,-0.3207627034906573,-0.2292819642315669,0,beige
1137,-0.5653268827377674,-1.2598277540399319,-0.37852572680079355,-0.2280754076572533,1,light pink
1138,-0.485741541044262,-0.4333035175030039,-0.648086502248096,-0.22812515064162098,1,light pink
1139,-0.734878262867409,-0.5866791490253205,-0.5839053652368336,-0.22812515064162098,1,light pink
1140,-0.722767450001006,-0.8167425963087953,-0.6416683885469698,-0.22812515064162098,1,light pink
1141,-0.5532160698713644,-0.808221727890889,-0.545396683030076,-0.22812515064162098,1,light pink
1142,-0.5428353731287332,-0.5866791490253205,0.16701393779493787,-0.22813671877752043,1,light pink
1143,-0.6725940824116222,-0.7911799910550761,0.5841913283681442,-0.22813671877752043,1,light pink
1144,-0.6431821083075007,-0.8337843331446082,-0.3015083623872785,-0.22824083200061557,1,light pink
